,GP,MIN,PTS,FGM,3P Made,3P%,FT%,OREB,REB,AST,STL,BLK,TARGET_5Yrs
280,80,19.8,5.9,2.3,0.7,31.9,77.0,0.5,2.0,0.7,0.9,0.1,0.0
281,80,21.9,8.5,3.5,0.0,20.0,72.8,1.9,4.7,1.3,0.6,0.8,1.0
282,77,20.9,8.8,3.4,0.2,25.0,74.1,0.9,2.0,2.0,1.2,0.3,1.0
283,81,20.8,10.3,4.1,0.2,29.8,80.1,0.7,2.1,3.6,0.8,0.0,1.0
284,50,19.6,6.7,2.8,0.0,0.0,58.1,1.6,4.9,1.1,0.4,0.7,1.0
285,80,19.5,5.3,2.0,0.2,27.9,77.7,0.5,2.3,4.5,0.9,0.1,1.0
286,75,18.7,7.5,3.1,0.0,33.3,67.6,2.4,7.1,0.7,0.8,1.1,1.0
287,67,18.2,6.9,2.6,0.3,32.9,83.3,0.5,1.7,3.0,0.6,0.1,1.0
288,82,17.8,5.3,2.0,0.0,0.0,61.4,1.3,3.6,0.7,0.5,1.5,1.0
289,64,17.3,7.9,3.4,0.0,22.2,66.3,1.1,3.3,1.2,0.3,0.4,1.0
290,68,15.1,6.6,2.7,0.0,0.0,72.7,1.5,4.2,0.5,0.5,0.5,1.0
291,77,15.0,6.5,2.8,0.0,0.0,58.7,2.1,4.3,0.7,0.5,0.6,1.0
292,68,14.8,6.6,2.5,0.0,8.3,74.3,1.1,3.5,1.3,0.3,0.2,1.0
293,77,14.3,5.2,1.9,0.0,0.0,63.2,1.1,3.5,0.5,0.3,0.4,1.0
294,66,14.2,4.4,1.5,0.0,0.0,69.3,1.1,2.9,0.8,0.6,0.2,1.0
295,67,13.6,4.6,2.0,0.1,25.0,72.9,1.0,2.6,1.8,0.6,0.3,0.0
296,65,13.5,5.4,2.0,0.0,0.0,68.7,1.2,3.4,0.4,0.3,0.3,1.0
297,65,13.2,5.0,2.0,0.1,35.0,76.9,0.6,1.6,1.1,0.7,0.3,0.0
298,62,13.2,4.2,1.7,0.0,0.0,63.9,1.1,3.5,0.4,0.3,0.1,1.0
299,64,13.1,5.5,2.1,0.1,23.5,70.1,0.7,1.7,1.3,0.4,0.1,0.0
300,59,12.9,5.6,2.4,0.0,0.0,64.9,1.2,2.9,1.0,0.3,0.5,1.0
301,70,18.2,7.4,2.8,0.0,0.0,62.6,1.4,4.4,0.9,0.7,0.8,0.0
302,62,11.5,5.8,2.4,0.3,32.0,79.7,0.7,1.7,0.7,0.4,0.1,1.0
303,35,11.0,3.8,1.6,0.0,0.0,35.3,1.0,2.9,0.5,0.2,0.2,0.0
304,42,11.0,3.3,1.4,0.1,33.3,75.0,0.3,0.8,1.0,0.6,0.1,0.0
305,59,10.7,5.0,1.9,0.0,4.5,86.8,0.6,1.2,0.5,0.3,0.1,1.0
306,45,10.4,4.2,2.0,0.0,0.0,60.0,0.7,1.7,0.6,0.2,0.2,0.0
307,67,9.5,4.9,2.1,0.3,28.3,78.9,0.4,1.2,0.9,0.4,0.1,1.0
308,60,8.7,3.8,1.6,0.0,0.0,69.0,0.6,1.5,0.7,0.3,0.3,1.0
309,41,8.3,3.1,1.2,0.0,0.0,75.0,0.6,1.4,1.1,0.3,0.0,0.0
310,62,8.0,3.7,1.4,0.0,0.0,74.6,0.6,1.9,0.4,0.1,0.1,1.0
311,43,6.7,3.4,1.2,0.1,20.0,63.6,0.3,1.0,0.8,0.3,0.1,0.0
312,53,10.1,2.1,0.8,0.0,0.0,60.8,0.7,2.2,0.3,0.1,0.6,0.0
313,54,6.0,2.3,0.9,0.2,31.0,63.0,0.1,0.6,0.6,0.2,0.0,0.0
314,50,35.4,20.0,7.7,0.0,0.0,73.9,2.5,9.0,2.0,1.1,2.1,0.0
315,82,33.0,17.1,7.0,0.0,20.0,68.7,3.7,8.0,2.4,1.2,0.5,1.0
316,81,30.6,14.9,6.2,0.0,0.0,48.1,2.1,8.9,2.9,1.3,0.5,1.0
317,81,28.1,14.7,6.4,0.0,0.0,68.4,2.4,7.2,1.0,0.4,0.5,1.0
318,79,26.4,11.1,4.1,0.0,33.3,74.6,2.0,7.6,1.0,0.8,2.6,1.0
319,55,25.3,14.0,5.2,0.1,18.5,89.6,0.8,2.1,1.9,1.3,0.4,1.0
320,81,25.0,12.5,5.4,0.1,28.0,55.7,1.1,2.6,2.0,0.8,0.1,1.0
321,82,23.9,9.4,3.5,0.1,31.3,79.8,0.7,1.5,4.8,0.8,0.1,1.0
322,82,17.3,6.0,2.1,0.0,0.0,73.0,1.4,4.3,1.1,0.5,0.5,0.0
323,77,23.0,9.6,3.6,0.0,0.0,66.2,3.3,8.6,1.7,0.9,0.4,1.0
324,82,20.7,8.3,3.2,0.0,0.0,60.7,2.1,5.7,0.7,0.5,0.8,1.0
325,58,20.6,7.4,3.1,0.0,22.2,78.1,2.0,6.1,1.2,0.5,0.6,0.0
326,80,20.0,8.5,3.2,0.0,0.0,67.3,1.2,3.9,1.1,0.9,0.5,1.0
327,82,18.8,6.4,2.5,0.0,16.7,61.1,2.0,4.6,0.7,0.6,0.6,1.0
328,71,18.6,4.7,1.8,0.0,0.0,53.1,1.6,4.1,0.6,0.4,0.1,1.0
329,64,17.1,7.7,3.2,0.0,0.0,64.7,1.7,4.3,0.3,0.5,0.1,1.0
330,79,15.6,7.8,2.5,0.0,18.2,78.5,0.3,1.6,4.3,1.0,0.1,1.0
331,79,15.4,7.1,2.7,0.2,31.0,80.6,0.4,1.5,2.5,1.0,0.0,1.0
332,34,17.1,7.0,2.7,0.6,31.0,59.6,1.1,3.3,0.5,0.5,0.5,0.0
333,71,16.5,4.9,2.0,0.3,31.1,61.1,0.3,1.9,2.9,0.9,0.1,0.0
334,78,15.0,4.7,1.8,0.0,9.1,61.9,1.2,3.1,1.1,1.0,0.8,0.0
335,76,14.9,5.5,2.2,0.1,27.0,78.5,0.6,1.7,3.5,0.9,0.0,0.0
336,80,14.8,5.2,2.0,0.0,0.0,72.3,1.4,4.7,0.6,0.3,0.4,1.0
337,68,12.7,5.2,2.2,0.0,17.6,58.3,0.7,1.7,0.9,0.4,0.1,0.0
338,64,12.7,4.1,1.8,0.0,0.0,43.5,1.4,3.8,0.3,0.2,0.3,0.0
340,53,10.8,2.8,1.3,0.0,0.0,42.5,0.9,2.8,0.3,0.4,0.4,0.0
341,66,10.5,5.0,2.2,0.0,0.0,85.2,0.6,1.5,0.8,0.3,0.1,0.0
342,77,16.0,4.5,1.7,0.7,32.0,75.6,0.2,1.6,0.9,0.4,0.2,0.0
343,45,10.4,3.7,1.7,0.1,20.0,60.0,0.1,1.0,1.8,0.4,0.1,0.0
344,45,10.2,3.5,1.5,0.0,11.1,51.4,0.3,0.7,1.5,0.8,0.1,0.0
345,64,10.0,4.3,1.6,0.0,0.0,72.8,0.2,1.0,1.2,0.4,0.1,1.0
346,55,9.2,3.7,1.3,0.0,50.0,55.8,0.7,1.5,1.6,0.8,0.3,1.0
347,57,8.5,4.5,1.8,0.0,20.0,92.6,0.4,1.0,0.9,0.4,0.1,1.0
348,36,7.6,3.4,1.4,0.0,0.0,66.7,0.4,1.1,0.2,0.1,0.2,0.0
349,57,7.6,3.2,1.0,0.0,25.0,92.9,0.2,0.8,1.2,0.3,0.1,1.0
350,48,6.9,3.2,1.3,0.0,0.0,79.5,0.8,2.0,0.3,0.1,0.2,1.0
351,75,15.1,2.8,1.0,0.4,26.4,64.4,0.3,1.4,3.2,0.9,0.1,0.0
352,82,38.3,28.2,10.2,0.1,17.3,84.5,2.0,6.5,5.9,2.4,0.8,1.0
353,80,31.1,14.1,5.4,0.0,0.0,76.7,1.9,4.0,3.1,1.2,0.1,1.0
354,76,29.2,10.0,3.9,0.0,0.0,71.1,2.7,8.6,2.8,0.7,2.7,1.0
355,82,28.6,14.0,5.2,0.0,16.7,73.3,3.2,8.6,1.9,1.2,1.0,1.0
356,82,28.3,11.0,4.2,0.1,25.0,82.0,2.3,7.4,1.6,0.8,0.8,1.0
357,80,25.8,8.8,3.5,0.1,20.0,82.9,0.4,2.1,4.4,1.3,0.1,1.0
358,79,24.7,10.6,4.6,0.0,0.0,78.4,2.0,5.7,0.5,0.5,1.1,1.0
359,82,23.4,12.8,5.0,0.0,0.0,62.0,2.3,6.8,1.4,0.4,0.5,1.0
360,82,21.8,9.3,3.9,0.0,22.2,65.7,2.2,6.4,0.4,0.4,0.6,1.0
361,75,21.5,7.1,2.9,0.0,0.0,73.7,1.7,5.2,0.7,0.6,0.4,1.0
362,79,21.3,9.2,3.8,0.1,36.4,73.4,1.5,3.4,3.5,1.6,0.3,1.0
363,78,20.3,9.3,3.4,0.0,0.0,71.5,1.9,5.1,1.0,0.2,0.4,1.0
364,78,20.1,8.4,3.0,0.0,0.0,64.8,1.8,5.1,1.6,0.6,0.8,1.0
367,29,16.4,3.7,1.3,0.7,31.1,50.0,0.3,1.4,1.4,0.6,0.2,1.0
370,72,19.8,5.8,2.4,0.0,0.0,85.9,1.2,3.0,1.5,0.4,0.1,1.0
371,82,19.3,6.6,2.6,0.0,0.0,67.8,1.8,3.5,1.9,0.7,0.1,1.0
372,62,19.3,8.0,3.2,0.0,33.3,78.9,1.3,3.7,1.3,0.5,1.3,1.0
373,78,18.7,7.1,2.8,0.3,35.1,75.4,0.5,1.9,3.1,1.0,0.1,1.0
374,75,18.7,6.8,2.8,0.0,0.0,47.4,1.4,4.4,0.5,0.5,0.5,1.0
375,82,18.2,5.6,1.9,0.0,18.2,73.6,0.3,1.3,5.1,1.3,0.1,1.0
376,74,17.3,7.1,2.8,0.1,16.0,81.0,0.5,1.5,1.7,0.6,0.2,0.0
377,74,17.0,4.4,1.8,0.0,18.8,71.1,0.5,1.8,2.9,1.0,0.2,0.0
378,54,17.0,5.5,2.1,0.0,0.0,54.1,1.6,4.9,0.3,0.4,0.3,1.0
379,74,15.1,5.1,2.2,0.0,0.0,73.3,1.2,3.6,0.5,0.2,0.2,0.0
380,36,14.4,5.8,2.3,0.0,50.0,82.0,1.1,2.4,0.9,0.3,0.2,1.0
381,78,14.3,4.9,1.9,0.0,0.0,66.9,1.0,3.3,1.3,0.4,0.2,1.0
382,67,13.3,3.7,1.6,0.0,0.0,39.8,1.0,3.6,0.8,0.5,0.8,0.0
383,59,12.8,5.1,1.9,0.0,0.0,70.6,0.8,2.1,1.4,0.3,0.2,0.0
384,77,12.4,6.1,2.3,0.0,0.0,64.6,1.2,2.7,0.8,0.6,0.4,1.0
385,53,12.3,1.5,0.5,0.0,0.0,56.4,1.0,3.1,0.4,0.2,0.8,0.0
386,60,11.9,3.2,1.2,0.0,0.0,75.8,0.7,2.5,0.5,0.2,0.5,1.0
387,56,11.2,5.6,2.3,0.0,0.0,80.0,0.7,1.6,0.4,0.5,0.1,1.0
388,63,10.8,4.1,1.7,0.0,22.2,75.5,0.4,1.0,1.4,0.5,0.1,0.0
389,66,10.6,3.8,1.4,0.0,25.0,70.7,0.8,2.0,0.4,0.2,0.2,0.0
390,51,10.5,3.8,1.6,0.0,0.0,75.0,0.8,1.6,0.7,0.2,0.2,0.0
391,60,9.2,3.4,1.5,0.0,0.0,50.9,0.7,1.6,0.4,0.4,0.1,0.0
392,59,9.1,3.3,1.3,0.0,0.0,76.5,0.6,1.3,0.9,0.5,0.2,1.0
393,51,9.0,4.5,1.8,0.0,0.0,64.2,0.6,1.4,0.3,0.2,0.3,0.0
394,47,8.9,4.2,1.5,0.0,0.0,68.8,0.2,0.6,0.4,0.5,0.1,0.0
395,38,7.1,3.2,1.3,0.1,13.3,69.2,0.1,0.5,1.2,0.2,0.0,1.0
396,43,7.1,2.1,0.9,0.0,0.0,52.0,0.6,1.4,0.6,0.2,0.1,0.0
397,39,6.9,1.3,0.5,0.0,0.0,50.0,0.5,1.9,0.3,0.2,0.3,0.0
398,39,6.0,3.3,1.3,0.1,36.4,67.7,0.4,0.9,0.7,0.1,0.1,0.0
399,38,4.7,1.8,0.7,0.0,0.0,88.2,0.2,0.6,0.7,0.1,0.0,1.0
400,82,32.8,21.0,8.7,0.0,25.0,66.1,3.6,11.1,2.0,0.8,2.4,1.0
401,81,30.0,12.0,4.8,0.0,18.8,75.3,1.4,6.9,2.1,0.9,0.8,1.0
402,80,27.0,8.4,3.3,0.0,0.0,73.0,0.8,2.5,8.3,1.5,0.2,1.0
403,79,26.3,10.8,4.2,0.0,25.0,73.1,2.2,5.7,2.2,0.7,0.7,1.0
404,52,12.8,4.2,1.5,0.3,24.5,63.8,0.9,3.0,0.3,0.4,0.1,1.0
405,82,25.9,12.4,4.9,0.1,24.1,74.2,1.7,4.0,2.3,1.3,0.1,1.0
406,81,24.8,8.5,3.7,0.0,0.0,75.2,1.4,5.7,1.6,0.5,1.5,1.0
407,81,24.4,12.1,5.0,0.3,32.4,82.6,0.7,1.9,1.9,0.3,0.2,1.0
408,81,23.9,9.3,3.1,0.0,16.7,78.5,0.9,2.7,3.9,1.6,0.4,1.0
409,80,23.2,5.5,2.3,0.0,0.0,59.0,2.2,6.2,0.9,0.4,1.8,1.0
410,74,22.1,10.6,4.5,0.1,23.5,80.6,0.7,2.2,2.4,1.1,0.3,1.0
411,82,21.1,9.0,3.8,0.1,23.1,77.2,1.5,3.8,1.5,0.8,0.5,0.0
412,82,20.9,5.7,2.4,0.0,11.5,67.3,0.6,2.1,2.9,1.2,0.3,1.0
413,79,19.4,7.3,2.7,0.0,25.0,83.7,1.3,3.8,1.2,0.7,0.5,1.0
414,80,17.8,8.3,3.3,0.3,26.2,78.7,0.5,1.5,2.2,0.7,0.1,0.0
415,31,12.6,3.1,1.2,0.0,0.0,65.6,1.2,4.1,0.2,0.2,0.7,0.0
416,73,17.6,6.9,3.0,0.1,24.3,88.9,0.3,1.2,3.3,0.4,0.0,1.0
417,82,17.2,7.7,3.1,0.0,25.0,72.8,1.4,2.9,1.9,1.3,0.3,1.0
418,72,16.9,6.3,2.6,0.0,9.1,72.7,0.8,2.1,1.8,0.8,0.1,0.0
419,82,16.1,7.9,2.6,0.0,26.7,79.1,0.9,2.0,3.5,1.6,0.2,1.0
420,78,15.9,4.2,1.4,0.0,11.1,77.7,0.4,1.6,3.4,1.2,0.1,0.0
421,67,15.8,8.2,3.4,0.2,41.4,71.9,1.6,3.7,0.8,0.6,0.1,1.0
422,75,15.7,6.1,2.4,0.0,0.0,71.4,1.2,2.5,2.3,0.5,0.2,1.0
423,78,13.7,4.5,2.1,0.0,40.0,60.9,0.2,0.9,0.9,0.2,0.0,1.0
424,49,13.6,5.2,2.0,0.0,0.0,71.4,1.2,3.6,0.5,0.4,0.3,1.0
425,78,13.3,3.6,1.6,0.0,0.0,60.8,0.8,2.9,0.8,0.3,1.1,1.0
426,38,12.5,5.3,1.9,0.8,37.5,67.6,0.2,1.3,0.7,0.4,0.1,0.0
427,55,12.5,6.2,2.6,0.1,26.3,77.0,0.7,1.6,1.3,0.3,0.1,0.0
428,40,11.7,6.5,2.7,0.0,0.0,85.1,0.5,1.2,1.2,0.5,0.0,0.0
429,47,11.1,2.7,1.0,0.0,0.0,70.0,1.0,2.4,0.9,0.2,0.4,0.0
430,45,10.3,3.3,1.4,0.0,12.5,82.1,0.4,0.9,0.9,0.3,0.0,1.0
431,49,9.3,2.9,1.2,0.1,18.2,61.5,0.1,0.7,3.0,0.2,0.0,1.0
432,48,9.3,4.5,1.7,0.0,0.0,61.5,0.4,1.2,0.8,0.5,0.4,0.0
433,39,8.5,3.1,1.3,0.0,0.0,53.8,1.0,2.9,0.5,0.5,0.3,0.0
434,57,8.3,2.9,1.2,0.0,0.0,69.6,0.8,1.9,0.3,0.2,0.7,1.0
435,57,8.2,2.1,0.9,0.1,23.1,78.3,0.4,1.0,0.8,0.4,0.0,1.0
436,33,16.9,4.1,1.5,0.3,29.0,62.5,0.4,2.2,2.4,1.0,0.3,0.0
437,53,12.4,3.4,1.3,0.6,36.0,93.8,0.7,2.5,0.4,0.3,0.0,0.0
438,15,7.9,1.9,0.7,0.0,0.0,66.7,0.5,1.5,0.5,0.1,0.1,0.0
439,45,7.9,3.7,1.4,0.0,0.0,41.8,0.8,1.8,0.5,0.3,0.2,0.0
440,55,7.6,2.7,1.2,0.0,0.0,64.3,0.2,0.9,0.8,0.3,0.1,1.0
441,35,5.6,1.9,0.9,0.0,0.0,31.3,0.8,1.8,0.2,0.0,0.1,1.0
442,70,36.2,23.7,9.8,0.0,0.0,70.9,4.3,10.6,2.5,1.8,0.9,1.0
443,81,34.1,20.1,8.4,0.0,22.2,74.1,4.2,10.6,2.8,1.7,0.5,1.0
444,76,27.4,15.1,6.2,0.1,20.0,73.0,1.1,3.4,3.7,0.9,0.1,1.0
445,82,26.8,10.3,3.8,0.2,31.7,79.2,1.9,4.5,2.1,0.8,0.8,1.0
446,76,26.6,9.9,4.2,0.3,22.2,72.3,0.7,1.6,3.6,1.1,0.1,1.0
447,58,11.8,3.3,1.2,0.0,0.0,71.2,0.8,2.6,0.4,0.3,0.9,0.0
448,77,25.6,13.4,5.8,0.0,25.0,62.4,2.0,5.2,1.7,1.2,0.8,1.0
449,78,23.5,8.4,3.8,0.2,46.7,67.2,1.0,2.8,2.5,0.7,0.1,1.0
450,73,23.4,10.4,4.5,0.1,34.5,69.6,1.0,2.7,2.1,0.7,0.3,1.0
451,80,20.2,5.1,2.0,0.0,0.0,69.0,1.5,4.1,1.0,0.4,0.6,1.0
452,82,20.0,4.4,1.8,0.0,0.0,61.4,2.1,5.9,0.8,0.8,0.1,1.0
453,74,19.5,7.0,2.6,0.0,13.3,75.3,0.5,1.8,4.9,1.2,0.2,0.0
454,82,19.4,9.3,3.4,0.0,12.5,81.0,0.4,1.5,2.6,0.6,0.0,0.0
455,79,19.3,6.7,2.7,0.0,11.1,59.7,1.1,3.6,2.6,1.3,0.6,1.0
456,51,11.3,2.8,1.1,0.0,20.0,64.2,0.7,2.1,0.5,0.5,0.2,0.0
457,75,18.9,4.9,1.9,0.0,0.0,69.9,0.9,2.9,3.4,1.6,0.1,1.0
458,81,18.9,4.3,1.8,0.0,0.0,65.6,1.1,5.7,1.4,0.3,3.4,1.0
459,75,18.8,6.3,2.3,0.0,0.0,74.1,1.9,5.4,1.4,0.6,0.9,0.0
460,44,17.6,3.6,1.5,0.0,0.0,65.2,0.6,1.8,2.5,0.9,0.3,0.0
461,77,19.6,6.1,2.2,0.7,34.4,72.8,0.7,1.9,0.8,0.6,0.2,0.0
462,43,16.9,4.0,1.5,0.0,0.0,73.7,0.3,1.6,2.9,0.5,0.2,0.0
463,76,16.4,8.1,3.0,0.1,40.0,83.3,0.7,1.8,1.8,0.8,0.2,1.0
464,78,16.3,5.2,2.2,0.1,36.8,69.6,1.4,3.5,1.5,0.7,0.3,1.0
465,77,15.9,6.2,2.7,0.0,25.0,73.5,1.2,3.3,0.8,0.3,0.3,0.0
466,68,14.6,5.7,2.4,0.0,0.0,76.2,0.3,1.4,2.5,0.8,0.1,1.0
467,52,10.3,3.7,1.5,0.1,13.9,67.3,0.5,1.7,0.4,0.4,0.2,0.0
468,62,14.2,5.6,2.1,0.0,0.0,57.1,1.7,3.7,0.8,0.4,0.6,1.0
469,71,13.9,5.4,2.1,0.0,0.0,65.0,1.9,5.3,0.5,0.6,0.9,1.0
470,53,13.2,4.9,2.1,0.0,0.0,77.4,1.3,3.4,0.9,0.4,0.2,0.0
471,44,11.8,2.8,1.0,0.0,0.0,78.3,0.9,2.7,0.8,0.3,0.2,0.0
472,68,11.1,2.7,1.0,0.0,11.1,81.0,0.3,1.1,1.9,0.2,0.0,0.0
473,68,11.1,2.7,1.0,0.0,11.1,81.0,0.3,1.1,1.9,0.2,0.0,1.0
474,49,10.6,4.0,1.5,0.0,14.3,57.7,0.6,1.5,0.7,0.4,0.1,1.0
475,54,10.3,3.3,1.6,0.0,0.0,47.1,0.8,2.2,0.5,0.3,0.2,0.0
476,52,10.1,3.2,1.5,0.0,0.0,57.1,0.8,2.5,0.3,0.1,0.6,0.0
477,62,9.8,4.0,1.4,0.0,14.3,76.0,0.4,1.2,1.1,0.4,0.1,1.0
478,65,9.6,5.0,2.0,0.0,0.0,64.2,0.7,1.6,0.5,0.3,0.0,1.0
479,40,10.0,1.9,0.8,0.1,15.4,70.0,0.9,2.4,0.4,0.5,0.3,0.0
480,55,9.4,4.5,1.9,0.2,36.0,73.7,0.5,1.2,0.6,0.3,0.1,0.0
481,48,8.7,3.2,1.2,0.0,0.0,67.8,0.6,1.6,0.6,0.3,0.2,0.0
482,23,8.3,1.3,0.5,0.0,0.0,45.0,0.7,2.0,0.5,0.1,0.3,0.0
483,63,8.2,3.6,1.4,0.1,22.0,64.4,0.5,1.1,0.8,0.6,0.1,0.0
484,44,7.9,3.3,1.3,0.0,0.0,66.0,0.3,0.9,0.8,0.5,0.1,0.0
485,54,6.8,1.5,0.7,0.0,0.0,31.3,0.8,1.9,0.2,0.1,0.3,1.0
486,39,6.8,2.2,0.8,0.0,14.3,56.3,0.4,0.9,0.4,0.2,0.1,1.0
487,36,5.1,2.2,0.8,0.0,0.0,44.4,0.9,2.1,0.2,0.1,0.1,1.0
488,31,4.5,1.2,0.4,0.0,0.0,55.0,0.5,1.3,0.1,0.2,0.0,1.0
489,35,4.2,2.9,1.0,0.0,9.1,66.7,0.2,0.5,0.6,0.1,0.1,0.0
490,82,37.5,21.6,7.8,0.1,22.7,79.7,2.7,5.4,3.3,1.1,0.2,1.0
491,82,34.5,15.5,6.3,0.0,0.0,62.4,4.2,12.3,1.3,1.0,1.0,1.0
492,72,33.8,17.0,6.3,0.2,28.8,70.4,0.8,2.9,7.8,2.1,0.2,1.0
493,81,33.1,17.2,6.8,0.0,0.0,62.0,2.6,6.9,1.8,0.7,0.6,1.0
494,81,32.4,21.4,8.9,0.0,25.0,71.6,2.2,7.0,2.2,1.1,0.3,1.0
495,51,28.8,18.7,7.5,0.5,35.2,68.0,1.7,4.9,3.2,0.7,0.4,1.0
496,82,27.8,11.5,5.0,0.0,28.6,67.0,2.1,7.4,1.7,0.7,2.2,1.0
497,82,27.0,14.4,5.1,0.0,33.3,75.2,3.1,9.3,1.6,0.5,0.7,1.0
498,79,25.7,10.7,4.3,0.2,21.5,75.0,0.4,1.9,4.8,1.0,0.1,1.0
499,80,25.0,8.3,3.5,0.0,0.0,70.3,1.8,3.8,2.4,0.9,0.0,1.0
500,78,22.3,12.8,5.1,0.0,0.0,64.2,1.9,5.9,1.2,0.5,1.1,1.0
501,76,22.3,12.1,5.1,0.0,23.1,77.8,1.4,4.1,1.9,0.8,0.5,1.0
502,80,21.3,9.6,3.9,0.0,0.0,68.4,2.0,5.1,1.8,0.7,0.2,1.0
503,74,20.5,9.3,4.0,0.0,9.1,66.4,1.7,4.4,1.5,0.7,0.2,1.0
505,82,19.8,7.9,3.1,0.0,0.0,75.7,1.6,5.2,1.8,0.6,0.9,1.0
506,79,19.2,7.0,2.7,0.0,0.0,77.5,1.4,3.3,0.6,0.5,0.3,0.0
507,59,18.2,6.1,2.6,0.0,0.0,55.1,1.5,5.2,0.6,0.8,1.3,0.0
508,64,17.7,4.6,1.8,0.0,0.0,50.4,1.8,5.4,0.9,0.9,1.2,1.0
509,63,17.2,5.3,2.2,0.0,0.0,58.3,1.5,4.7,1.0,0.3,1.3,1.0
510,71,17.0,4.9,2.1,0.0,0.0,70.8,1.5,3.6,0.7,0.6,0.3,1.0
511,82,16.9,6.4,2.3,0.0,0.0,76.0,0.6,1.8,3.3,1.1,0.0,1.0
512,63,16.3,6.3,2.6,0.1,28.1,72.6,1.0,1.9,2.5,0.8,0.2,0.0
513,64,16.1,7.0,2.8,0.3,30.5,65.7,0.4,1.4,2.3,0.8,0.1,0.0
514,71,16.0,6.9,2.9,0.0,0.0,72.0,1.0,2.7,1.2,0.5,0.4,0.0
515,75,15.8,7.3,2.7,0.0,0.0,69.9,1.1,3.0,1.1,0.3,0.3,1.0
516,80,14.8,4.5,1.9,0.0,0.0,52.0,1.4,4.8,1.1,0.2,1.5,1.0
517,80,14.8,6.6,2.8,0.0,0.0,64.1,1.2,3.2,1.0,0.5,0.9,1.0
518,77,14.0,4.9,1.9,0.0,0.0,60.1,0.9,2.6,0.7,0.4,0.3,1.0
519,49,13.0,3.9,1.6,0.0,0.0,59.4,0.8,1.6,0.8,0.4,0.0,0.0
520,24,9.3,2.3,0.8,0.3,28.0,73.3,0.1,0.6,1.4,0.4,0.0,0.0
521,72,11.9,2.9,1.2,0.0,0.0,45.9,1.0,2.5,0.6,0.3,0.7,0.0
522,54,11.4,4.6,1.9,0.0,0.0,82.0,0.4,1.2,0.5,0.3,0.0,1.0
523,49,11.1,4.6,2.1,0.1,22.2,64.3,0.3,0.8,1.4,0.5,0.0,0.0
524,46,10.7,2.9,1.1,0.0,50.0,82.5,0.6,1.3,0.8,0.4,0.1,0.0
525,54,10.6,3.8,1.6,0.0,0.0,81.1,1.0,2.5,0.6,0.2,0.2,0.0
526,53,10.6,4.1,1.5,0.1,29.4,86.2,0.5,1.1,1.6,0.7,0.1,1.0
527,39,9.0,4.9,2.1,0.0,0.0,58.5,0.9,1.3,0.4,0.5,0.1,1.0
528,43,8.6,3.4,1.3,0.0,66.7,50.7,0.3,0.7,1.3,0.4,0.1,0.0
529,39,8.5,3.5,1.4,0.0,0.0,60.4,0.8,1.7,0.3,0.3,0.1,0.0
530,43,9.2,2.7,1.0,0.5,30.1,77.8,0.3,1.3,0.3,0.2,0.0,0.0
531,42,8.1,3.4,1.3,0.0,0.0,65.4,0.5,1.5,0.2,0.2,0.1,0.0
532,42,6.9,3.6,1.5,0.0,0.0,74.1,0.2,0.6,1.1,0.4,0.1,1.0
533,49,6.9,3.1,1.2,0.0,0.0,73.2,0.4,1.5,0.1,0.1,0.0,0.0
534,51,6.6,3.0,1.1,0.0,0.0,67.7,0.2,0.7,0.4,0.3,0.1,0.0
535,36,6.6,1.9,0.8,0.0,0.0,64.7,0.5,0.8,0.4,0.3,0.1,1.0
536,82,35.6,18.9,7.5,0.0,0.0,71.6,3.3,9.3,1.4,0.6,1.5,1.0
537,81,35.4,20.6,8.8,0.1,19.2,71.6,1.0,3.6,2.4,1.3,0.5,1.0
538,82,31.4,9.6,3.7,0.0,0.0,58.8,5.3,12.1,1.1,0.8,0.8,1.0
539,79,31.3,11.0,4.6,0.1,27.8,63.7,2.3,6.1,3.2,1.1,0.3,1.0
540,80,30.4,15.2,6.6,0.0,9.7,74.9,0.5,2.4,6.9,1.1,0.1,1.0
541,33,16.4,5.3,2.0,0.2,17.4,86.0,0.2,1.6,2.8,0.4,0.0,0.0
542,37,8.6,2.1,0.9,0.1,19.0,66.7,0.6,1.5,0.3,0.2,0.0,0.0
543,81,30.4,9.8,4.2,0.0,0.0,76.5,3.3,8.6,2.7,0.7,1.0,1.0
544,82,30.2,14.7,6.0,0.0,0.0,70.6,2.6,5.4,2.5,1.2,0.4,1.0
545,56,28.2,13.2,5.2,0.0,0.0,76.7,2.4,7.5,1.3,1.0,1.8,1.0
546,81,24.4,11.2,4.7,0.1,24.0,73.3,1.2,2.9,3.7,1.7,0.4,1.0
547,75,23.6,12.9,5.3,0.1,31.0,71.2,0.4,1.9,3.6,0.8,0.1,1.0
548,68,23.5,8.4,3.3,0.0,0.0,69.9,1.8,6.7,1.5,0.5,0.3,0.0
549,70,23.4,6.1,2.7,0.0,33.3,80.6,1.2,3.8,1.9,0.7,0.1,0.0
550,81,22.8,11.5,4.4,0.0,0.0,77.6,1.6,3.3,2.3,1.3,0.3,1.0
551,82,21.8,10.5,4.2,0.0,0.0,80.7,2.1,4.4,1.6,0.7,0.3,1.0
552,79,21.7,10.2,4.3,0.0,0.0,66.3,1.7,4.5,1.0,0.6,0.6,0.0
553,76,20.8,6.6,2.6,0.1,23.5,79.7,0.3,1.6,3.3,1.2,0.1,1.0
